,subject,predicate,object
216,http://dl-learner.org/carcinogenesis#Carbon-17,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
217,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Di8
218,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Nitrogen-38
219,http://dl-learner.org/carcinogenesis#Nitrogen-35,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
220,http://dl-learner.org/carcinogenesis#Non_ar_5c_ring,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
221,http://dl-learner.org/carcinogenesis#Methoxy,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
223,http://dl-learner.org/carcinogenesis#Krypton-83,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
224,http://dl-learner.org/carcinogenesis#Nitrogen-38,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
225,http://dl-learner.org/carcinogenesis#Oxygen-40,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
226,http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Nitrogen-32
227,http://dl-learner.org/carcinogenesis#Iodine-95,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
228,http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Nitrogen-499
229,http://dl-learner.org/carcinogenesis#Di66,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
230,http://dl-learner.org/carcinogenesis#Nitrogen-32,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
231,http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Phosphorus-62
232,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-193
234,http://dl-learner.org/carcinogenesis#Selenium-102,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
235,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasBond,http://dl-learner.org/carcinogenesis#Bond-1
236,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Hydrogen-8
238,http://dl-learner.org/carcinogenesis#Ether,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
239,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Phosphorus-61
240,http://dl-learner.org/carcinogenesis#Ester,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
241,http://dl-learner.org/carcinogenesis#Oxygen-41,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
242,http://dl-learner.org/carcinogenesis#Di260,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
243,http://dl-learner.org/carcinogenesis#Nitrogen-31,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
244,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-10
245,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Zinc-87
246,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Nitrogen-34
247,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Methoxy
248,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Lead-121
249,http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Calcium-84
250,http://dl-learner.org/carcinogenesis#Oxygen-51,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
252,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Alkyl_halide
254,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Nitrogen-33
256,http://dl-learner.org/carcinogenesis#Di10,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
257,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Carbon-16
259,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Halide10
260,http://dl-learner.org/carcinogenesis#Ar_halide,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
261,http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Arsenic-101
262,http://dl-learner.org/carcinogenesis#Sulfur-72,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
263,http://dl-learner.org/carcinogenesis#Methanol,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
264,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Sulfur-76
265,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Phosphorus-60
266,http://dl-learner.org/carcinogenesis#Lead-121,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
267,http://dl-learner.org/carcinogenesis#Carbon-232,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
268,http://dl-learner.org/carcinogenesis#Nitrogen-37,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
269,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Nitrogen-35
270,http://dl-learner.org/carcinogenesis#Carbon-19,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
271,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Carbon-17
272,http://dl-learner.org/carcinogenesis#Titanium-134,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
273,http://dl-learner.org/carcinogenesis#Oxygen-42,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
274,http://dl-learner.org/carcinogenesis#Sulfur-74,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
275,http://dl-learner.org/carcinogenesis#Manganese-85,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
276,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Sulfur-77
277,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Carbon-19
278,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Sulfur-74
279,http://dl-learner.org/carcinogenesis#Di64,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
281,http://dl-learner.org/carcinogenesis#Carbon-15,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
283,http://dl-learner.org/carcinogenesis#Carbon-29,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
284,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Nitrogen-37
285,http://dl-learner.org/carcinogenesis#Bond-7,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
287,http://dl-learner.org/carcinogenesis#Oxygen-53,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
289,http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Nitrogen-31
290,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Phosphorus-62
291,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Non_ar_5c_ring
292,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Calcium-84
294,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Oxygen-52
296,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Manganese-85
297,http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-16
298,http://dl-learner.org/carcinogenesis#Di48,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
299,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Cyanate
300,http://dl-learner.org/carcinogenesis#Phosphorus-62,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
301,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Carbon-191
303,http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Sulfur-76
304,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-192
305,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Amino
307,http://dl-learner.org/carcinogenesis#Bond-1,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Sulfur-78
308,http://dl-learner.org/carcinogenesis#Nitro,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
309,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Arsenic-101
310,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasStructure,http://dl-learner.org/carcinogenesis#Di48
312,http://dl-learner.org/carcinogenesis#Compound,http://dl-learner.org/carcinogenesis#hasAtom,http://dl-learner.org/carcinogenesis#Oxygen-40
313,http://dl-learner.org/carcinogenesis#Bond-2,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Sulfur-70
314,http://dl-learner.org/carcinogenesis#Bond-7,http://dl-learner.org/carcinogenesis#inBond,http://dl-learner.org/carcinogenesis#Carbon-26
